Year,Area,Cancer Type,Age-Adjusted Rate,Case Count,Population
2017,Oregon,All Types of Cancer,435.8,22761,4147294
2017,Pennsylvania,All Types of Cancer,479.5,80751,12794679
2017,Puerto Rico,All Types of Cancer,372.1,8349,1662642
2017,Rhode Island,All Types of Cancer,473.4,6381,1056554
2017,South Carolina,All Types of Cancer,443.7,28399,5027102
2017,South Dakota,All Types of Cancer,459.6,4833,873732
2017,Tennessee,All Types of Cancer,477.4,39239,6714748
2017,Texas,All Types of Cancer,415.2,118455,28291024
2017,United States,All Types of Cancer,451.2,1752516,325122128
2017,Utah,All Types of Cancer,404.5,11132,3103540
2017,Vermont,All Types of Cancer,469.4,4027,625132
2017,Virginia,All Types of Cancer,409.2,40844,8471011
2017,Washington,All Types of Cancer,443.3,38200,7427951
2017,West Virginia,All Types of Cancer,494.3,12432,1818683
2017,Wisconsin,All Types of Cancer,470.7,34146,5793147
2017,Wyoming,All Types of Cancer,413.3,2889,579994
2018,Alabama,All Types of Cancer,445.2,27426,4891628
2018,Alaska,All Types of Cancer,403.4,3011,736624
2018,Arizona,All Types of Cancer,381.8,34165,7164228
2018,Arkansas,All Types of Cancer,490.4,18499,3012161
2018,California,All Types of Cancer,395.9,174813,39437463
2018,Colorado,All Types of Cancer,394.2,25011,5697155
2018,Connecticut,All Types of Cancer,461.9,21463,3574561
2018,Delaware,All Types of Cancer,464.9,6046,966985
2018,District of Columbia,All Types of Cancer,420.7,2919,704147
2018,Florida,All Types of Cancer,458.8,137830,21254926
2018,Georgia,All Types of Cancer,467.1,54680,10519389
2018,Hawaii,All Types of Cancer,413.6,7623,1423102
2018,Idaho,All Types of Cancer,443.3,9057,1752074
2018,Illinois,All Types of Cancer,459.3,70172,12724685
2018,Indiana,All Types of Cancer,454.2,36430,6698481
2018,Iowa,All Types of Cancer,492.1,19378,3149900
2018,Kansas,All Types of Cancer,451.7,15591,2912748
2018,Kentucky,All Types of Cancer,512.8,28309,4464273
2018,Louisiana,All Types of Cancer,489.2,27099,4664450
2018,Maine,All Types of Cancer,470,9228,1340123
2018,Maryland,All Types of Cancer,449.2,32814,6042153
2018,Massachusetts,All Types of Cancer,439.5,37869,6885720
2018,Michigan,All Types of Cancer,442.6,56616,9987286
2018,Minnesota,All Types of Cancer,478.4,32316,5608762
2018,Mississippi,All Types of Cancer,479.3,17316,2982879
2018,Missouri,All Types of Cancer,445.6,34304,6125986
2018,Montana,All Types of Cancer,462.3,6560,1061818
2018,Nebraska,All Types of Cancer,481.6,10867,1925512
2018,Nevada,All Types of Cancer,0,0
2018,New Hampshire,All Types of Cancer,478.7,8836,1355064
2018,New Jersey,All Types of Cancer,487.6,54061,8891730
2018,New Mexico,All Types of Cancer,362.9,9533,2093754
2018,New York,All Types of Cancer,477.9,115844,19544098
2018,North Carolina,All Types of Cancer,464.2,59181,10391358
2018,North Dakota,All Types of Cancer,448.4,3904,760062
2018,Ohio,All Types of Cancer,473.8,70279,11680892
2018,Oklahoma,All Types of Cancer,449.6,20971,3943488
2018,Oregon,All Types of Cancer,417.8,22282,4183538
2018,Pennsylvania,All Types of Cancer,468.1,79803,12809107
2018,Puerto Rico,All Types of Cancer,368.4,16417,3193344
2018,Rhode Island,All Types of Cancer,474,6481,1059338
2018,South Carolina,All Types of Cancer,434.7,28483,5091702
2018,South Dakota,All Types of Cancer,455.3,4889,879386
2018,Tennessee,All Types of Cancer,465.7,39038,6778180
2018,Texas,All Types of Cancer,421.6,123401,28624564
2018,United States,All Types of Cancer,446,1749398,323807474
2018,Utah,All Types of Cancer,413.1,11717,3155153
2018,Vermont,All Types of Cancer,457.4,3979,624802
2018,Virginia,All Types of Cancer,402.2,40909,8510920
2018,Washington,All Types of Cancer,438.1,38685,7526793
2018,West Virginia,All Types of Cancer,493.8,12464,1805953
2018,Wisconsin,All Types of Cancer,465.9,34395,5809319
2018,Wyoming,All Types of Cancer,398.4,2851,579054
2019,Alabama,All Types of Cancer,443.4,27794,4907965
2019,Alaska,All Types of Cancer,418.5,3160,733603
2019,Arizona,All Types of Cancer,358.7,33168,7291843
2019,Arkansas,All Types of Cancer,487.6,18596,3020985
2019,California,All Types of Cancer,397,178202,39437610
2019,Colorado,All Types of Cancer,392.4,25494,5758486
2019,Connecticut,All Types of Cancer,468.3,22051,3566022
2019,Delaware,All Types of Cancer,455.9,6118,976668
2019,District of Columbia,All Types of Cancer,403.5,2838,708253
2019,Florida,All Types of Cancer,434.1,133913,21492056
2019,Georgia,All Types of Cancer,458.8,55290,10628020
2019,Hawaii,All Types of Cancer,413.5,7657,1415615
2019,Idaho,All Types of Cancer,440.9,9383,1789060
2019,Illinois,All Types of Cancer,453.6,70175,12667017
2019,Indiana,All Types of Cancer,410,33433,6731010
2019,Iowa,All Types of Cancer,494.1,19800,3159596
2019,Kansas,All Types of Cancer,452.2,15813,2912635
2019,Kentucky,All Types of Cancer,504.9,28243,4472345
2019,Louisiana,All Types of Cancer,490,27529,4658285
2019,Maine,All Types of Cancer,478.1,9600,1345770
2019,Maryland,All Types of Cancer,453.6,33659,6054954
2019,Massachusetts,All Types of Cancer,433.2,38013,6894883
2019,Michigan,All Types of Cancer,432.7,56193,9984795
2019,Minnesota,All Types of Cancer,442.8,30558,5640053
2019,Mississippi,All Types of Cancer,469.6,17202,2978227
2019,Missouri,All Types of Cancer,442.5,34478,6140475
2019,Montana,All Types of Cancer,449.6,6473,1070123
2019,Nebraska,All Types of Cancer,457.3,10515,1932571
2019,Nevada,All Types of Cancer,0,0
2019,New Hampshire,All Types of Cancer,475.8,8996,1360783
2019,New Jersey,All Types of Cancer,483.7,54271,8891258
2019,New Mexico,All Types of Cancer,366.5,9733,2099634
2019,New York,All Types of Cancer,484.9,118803,19463131
2019,North Carolina,All Types of Cancer,460.8,60331,10501384
2019,North Dakota,All Types of Cancer,440.6,3904,763724
2019,Ohio,All Types of Cancer,468,70363,11696507
2019,Oklahoma,All Types of Cancer,446.6,21121,3960676
2019,Oregon,All Types of Cancer,411.3,22429,4216116
2019,Pennsylvania,All Types of Cancer,457.5,79001,12798883
2019,Puerto Rico,All Types of Cancer,367.8,16628,3193553
2019,Rhode Island,All Types of Cancer,473.7,6530,1058158
2019,South Carolina,All Types of Cancer,419.4,28296,5157702
2019,South Dakota,All Types of Cancer,428.6,4688,887127
2019,Tennessee,All Types of Cancer,446.5,38258,6830325
2019,Texas,All Types of Cancer,412.4,123923,28986794
2019,United States,All Types of Cancer,438.6,1752735,325239182
2019,Utah,All Types of Cancer,406.5,11888,3203383
2019,Vermont,All Types of Cancer,450.5,3956,624046
2019,Virginia,All Types of Cancer,401.8,41646,8556642
2019,Washington,All Types of Cancer,428.6,38772,7614024
2019,West Virginia,All Types of Cancer,480.5,12188,1795263
2019,Wisconsin,All Types of Cancer,468.7,35263,5824581
2019,Wyoming,All Types of Cancer,415.3,3027,580116
